timestamp|localAddress|localPort|foreignAddress|foreignPort|state|type|owningProcessID
1690273649113|/0.0.0.0|135|/0.0.0.0|0|LISTEN|tcp4|1436
1690273649113|/172.17.160.1|139|/0.0.0.0|0|LISTEN|tcp4|4
1690273649113|/0.0.0.0|3389|/0.0.0.0|0|LISTEN|tcp4|1732
1690273649113|/127.0.0.1|4767|/127.0.0.1|54652|ESTABLISHED|tcp4|5564
1690273649113|/127.0.0.1|4767|/0.0.0.0|0|LISTEN|tcp4|5564
1690273649113|/0.0.0.0|5040|/0.0.0.0|0|LISTEN|tcp4|7860
1690273649113|/172.23.250.124|7680|/172.23.250.136|53370|ESTABLISHED|tcp4|9112
1690273649113|/172.23.250.124|7680|/172.23.250.80|64034|TIME_WAIT|tcp4|0
1690273649113|/127.0.0.1|8000|/0.0.0.0|0|LISTEN|tcp4|22496
1690273649113|/127.0.0.1|15292|/0.0.0.0|0|LISTEN|tcp4|15724
1690273649113|/127.0.0.1|15393|/0.0.0.0|0|LISTEN|tcp4|15724
1690273649113|/127.0.0.1|16494|/0.0.0.0|0|LISTEN|tcp4|15724
1690273649113|/127.0.0.1|42536|/0.0.0.0|0|LISTEN|tcp4|2988
1690273649113|/127.0.0.1|42536|/127.0.0.1|63234|ESTABLISHED|tcp4|2988
1690273649113|/127.0.0.1|45623|/0.0.0.0|0|LISTEN|tcp4|15520
1690273649113|/172.23.250.124|49418|/20.199.120.151|443|ESTABLISHED|tcp4|5540
1690273649113|/172.23.250.124|49419|/20.199.120.151|443|ESTABLISHED|tcp4|5540
1690273649113|/0.0.0.0|49664|/0.0.0.0|0|LISTEN|tcp4|1144
1690273649113|/0.0.0.0|49665|/0.0.0.0|0|LISTEN|tcp4|1040
1690273649113|/0.0.0.0|49666|/0.0.0.0|0|LISTEN|tcp4|2228
1690273649113|/0.0.0.0|49667|/0.0.0.0|0|LISTEN|tcp4|3868
1690273649113|/0.0.0.0|49669|/0.0.0.0|0|LISTEN|tcp4|4896
1690273649113|/0.0.0.0|49673|/0.0.0.0|0|LISTEN|tcp4|1112
1690273649113|/0.0.0.0|49688|/0.0.0.0|0|LISTEN|tcp4|8540
1690273649113|/0.0.0.0|49695|/0.0.0.0|0|LISTEN|tcp4|8556
1690273649113|/172.23.250.124|49728|/40.99.150.82|443|ESTABLISHED|tcp4|18452
1690273649113|/127.0.0.1|49887|/127.0.0.1|63342|ESTABLISHED|tcp4|4300
1690273649113|/172.23.250.124|50337|/52.98.241.178|443|ESTABLISHED|tcp4|18452
1690273649113|/172.23.250.124|50390|/52.98.241.178|443|ESTABLISHED|tcp4|18452
1690273649113|/127.0.0.1|50503|/0.0.0.0|0|LISTEN|tcp4|22100
1690273649113|/172.23.250.124|50532|/54.74.179.44|443|CLOSE_WAIT|tcp4|18588
1690273649113|/172.23.250.124|50533|/54.74.179.44|443|CLOSE_WAIT|tcp4|18588
1690273649113|/172.23.250.124|50534|/3.248.26.100|443|CLOSE_WAIT|tcp4|18588
1690273649113|/172.23.250.124|50535|/3.248.26.100|443|CLOSE_WAIT|tcp4|18588
1690273649113|/172.23.250.124|50536|/34.252.61.35|443|ESTABLISHED|tcp4|18588
1690273649113|/172.23.250.124|50537|/34.252.61.35|443|ESTABLISHED|tcp4|18588
1690273649113|/127.0.0.1|50541|/127.0.0.1|54965|ESTABLISHED|tcp4|18588
1690273649113|/172.23.250.124|50547|/52.98.243.34|443|ESTABLISHED|tcp4|18452
1690273649113|/172.23.250.124|50573|/34.250.67.152|443|CLOSE_WAIT|tcp4|18588
1690273649113|/172.23.250.124|50602|/95.101.23.64|443|CLOSE_WAIT|tcp4|11944
1690273649113|/172.23.250.124|50625|/52.98.243.34|443|ESTABLISHED|tcp4|18452
1690273649113|/172.23.250.124|50629|/34.250.67.152|443|ESTABLISHED|tcp4|18588
1690273649113|/172.23.250.124|50642|/54.74.179.44|443|CLOSE_WAIT|tcp4|18588
1690273649113|/172.23.250.124|50710|/95.101.23.179|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50719|/52.98.152.162|443|ESTABLISHED|tcp4|18452
1690273649113|/172.23.250.124|50733|/40.99.150.114|443|ESTABLISHED|tcp4|18452
1690273649113|/127.0.0.1|50739|/0.0.0.0|0|LISTEN|tcp4|20136
1690273649113|/127.0.0.1|50739|/127.0.0.1|50740|ESTABLISHED|tcp4|20136
1690273649113|/127.0.0.1|50740|/127.0.0.1|50739|ESTABLISHED|tcp4|20672
1690273649113|/127.0.0.1|50741|/127.0.0.1|63240|ESTABLISHED|tcp4|23276
1690273649113|/172.23.250.124|50768|/3.161.124.29|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50769|/3.161.124.29|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50773|/18.194.154.48|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50774|/172.67.10.198|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50795|/23.97.225.52|443|ESTABLISHED|tcp4|13872
1690273649113|/127.0.0.1|50820|/127.0.0.1|63233|ESTABLISHED|tcp4|20136
1690273649113|/172.23.250.124|50830|/67.220.224.144|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50839|/76.223.111.18|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50841|/76.223.111.18|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50843|/185.184.8.90|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50861|/13.32.110.90|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50876|/2.23.154.72|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50883|/23.209.22.236|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50889|/185.64.189.112|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50896|/2.17.244.41|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50908|/185.64.189.221|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50909|/185.64.190.79|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50911|/198.47.127.20|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50920|/2.23.154.72|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50922|/142.251.36.74|443|ESTABLISHED|tcp4|13872
1690273649113|/127.0.0.1|50924|/127.0.0.1|63233|TIME_WAIT|tcp4|0
1690273649113|/172.23.250.124|50928|/54.77.72.255|443|TIME_WAIT|tcp4|0
1690273649113|/172.23.250.124|50932|/95.101.23.179|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50933|/104.18.3.161|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50942|/142.251.36.130|443|TIME_WAIT|tcp4|0
1690273649113|/172.23.250.124|50950|/52.98.243.18|443|ESTABLISHED|tcp4|18452
1690273649113|/172.23.250.124|50951|/18.66.26.41|443|TIME_WAIT|tcp4|0
1690273649113|/172.23.250.124|50955|/52.109.32.24|443|ESTABLISHED|tcp4|23572
1690273649113|/127.0.0.1|50956|/127.0.0.1|63233|TIME_WAIT|tcp4|0
1690273649113|/172.23.250.124|50957|/151.101.193.69|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50959|/151.101.129.69|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50961|/142.251.36.138|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50965|/146.75.116.193|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50971|/142.251.36.98|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50973|/142.251.37.104|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50974|/142.251.36.138|443|ESTABLISHED|tcp4|13872
1690273649113|/172.23.250.124|50986|/142.251.36.65|443|ESTABLISHED|tcp4|13872
